"OPMS";"UF";"Município";"Nome da Unidade";"Email";"Telefone";"Endereço";"Nível";"Região";"data atualização"
;"MA";"Pedreiras ";"Secretaria Municipal da Mulher";"Secretariamulherpedreiras@hotmail.com ";"(99) 36421067 / 3642-1717/9 8808-5506 / 9 8113-3305";"Rua Francisco Sá, N° 948. Pedreiras/MA. CEP: 65.725-000 ";"Municipal";"Nordeste";24/2/2016
;"MA";"Porto Franco";"Coordenadoria  Municipal da Mulher";;"(99) 9 8173-6253 /9 9182-2620";"Travessa Tocantins. Galeria Túnica Santos 4. Centro. Porto Franco/MA. CEP: 65.970-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Presidente Dutra";"Secretaria Municipal da Mulher (SMM)";"sec.pdmulher@gmail.com";"(99) 9 8145-9368 / 98130-4662 / 9 9191-6010 / 9 9919-1642";"Rua Dr. Paulo Ramos, N° 78. Centro. Presidente Dutra/MA  CEP: 65760-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Presidente Médici ";"Secretaria Municipal da Mulher";"Secretariadepolíticaparamulher@hotmail.com ";"(98) 3326-1136 / 3326-1116 /  9 8789-9812";"Rua Presidente Vargas. S/N. Centro. Presidente Médici/MA. CEP: 65.279-000 ";"Municipal";"Nordeste";24/2/2016
;"MA";"Presidente Sarney";"Secretaria Municipal da Mulher ";;"(98) 8408-1774/8161-3249  ";"Rua Gregório Ferraz, N° 112 – Centro. Centro. Presidente Sarney/MA. CEP: 65.204-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Rosário";"Secretaria Municipal da Mulher";"semu@rosario.ma.gov.br ";"(98) 9 8285-6640 / 9 8702-3678";"Rua Coronel Henrique Rocha, 125.  Centro. Rosário/MA. CEP  65.100-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Santa Luzia do Paruá";"Secretaria  Municipal dos Direitos das Mulheres";;"(98) 9 9618-1075";"Av. Professor João Morais de Souza s/nº.  Centro. Santa Luzia do Paruá/MA. CEP: 65.272-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Santa Rita";"Secretaria Municipal da Mulher";"semu_santaritama@homail.com ";"(98) 3451-1100/ 9 8414-2853 / 9 9133-5811 / 9 8878-7908";"Avenida General Rivas, S/N.Centro Santa Rita/MA. CEP: 65.105-000";"Municipal";"Nordeste";24/2/2016
;"MA";"São Benedito do Rio Preto";"Secretaria Municipal da Mulher ";;"(98) 9 8876-5154 /9 9973-6869    ";"Praça José Freitas, 35. Centro São Benedito do Rio Preto/MA. CEP: 65.440-000";"Municipal";"Nordeste";24/2/2016
;"MA";"São João do Sóter";"Secretaria de Políticas para as Mulheres ";"Secretariamulher@hotmail.com";"(99) 3567-1094 /9 9901-8708";"Av. Esperança. 1552. Centro. São João do Sóter/MA. CEP: 65.615-000";"Municipal";"Nordeste";24/2/2016
;"MA";"São João dos Patos";"Secretaria Municipal da Mulher";"secmulhersjp@hotmail.com";"(99) 3551-3040/2488  (99) 9 8158-4730";"Rua Floriano Peixoto, N° 499. Centro. São João dos Patos/MA. CEP: 65.665-000";"Municipal";"Nordeste";24/2/2016
;"MA";"São Mateus do Maranhão  ";"Secretaria Municipal da Mulher ";"miurian.costa@hotmail.com";"(99) 9 8178-0577 / 9 8128-0668";"Av. Rodoviária nº 1100. Centro .São Mateus do Maranhão/MA. CEP: 65.470-000";"Municipal";"Nordeste";24/2/2016
;"MA";"São Raimundo do Doca Bezerra";"Secretaria Municipal da Mulher";;"(99) 9 8400-2747";"Rua Antonio Neto, S/N. Centr . São Raimundo do Doca Bezerra/MA. CEP: 65.753-000";"Municipal";"Nordeste";24/2/2016
;"MA";"São Roberto";"Secretaria Municipal da Mulher";"secmulhersaorobertoma@yahoo.com.br";"(99) 3625-1300 3625-1299 3625-1178 / 9 8402-7712";"Rua do Comércio, s/nº. Centro. São Roberto/MA. CEP: 65.758-000";"Municipal";"Nordeste";24/2/2016
;"MA";"São Vicente Férrer";"Coordenadoria  Municipal de Políticas para as Mulheres";;"(98) 3359-0158/8846-7533";"Rua Dr. Paulo Ramos, N° 26. Centro. São Vicente Férrer/MA. CEP: 65.220-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Serrano";"Coordenadoria da Mulher";;"(98) 9 8407-0586 / 3389-1084";"Av. das Palmeiras, S/N, Centro. Serrano /MA. CEP: 65269-000 ";"Municipal";"Nordeste";24/2/2016
;"MA";"Tasso Fragosso";"Departamento da Mulher";;"(99) 3543-1243 (99) 9 8247-7951";"Rua Gonçalves Dias S/N. Centro. Tasso Fragosso/MA. CE:P 65.820-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Timom";"coordenadoria Municipal de Defesa dos Direitos da Mulher";"mulher.timom@hotmail.com";"(86) 9 8807-7549 / 9 9993-6804";"Rua Coronel Falcão, 365-A  - Timom/MA - CEP: 65.630-350";"Municipal";"Nordeste";24/2/2016
;"MA";"Trizidela do Vale";"Secretaria Municipal da Mulher";;"(99)9 8193-7499 / 9 8122-0010";"Rua São Joaquim, S/N. Centro. Trizidela do Vale/MA. CEP: 65.727-000";"Municipal";"Nordeste";24/2/2016
;"MA";"Urbano Santos ";"Secretaria  Municipal da Mulher";;"(98) 9 8809-3411 / 9 8865-8214";"Avenida Manuel Inácio, 205. Centro. Urbano Santos/MA. CEP: 65.530-000 ";"Municipal";"Nordeste";24/2/2016
;"MA";"Viana";"Secretaria Municipal da Mulher";;"(98) 9 8291-0770 /  9 8192-0770";"Rua Dom Antônio Lopes, nº 554. Centro. Viana/MA CEP: 65.285-000";"Municipal";"Nordeste";24/2/2016
61;"Maranhão";"Todas";;;;;;;
;"MG";"Uberaba";"Coordenadoria  Especial de Políticas Públicas para a Mulher";"elisabetecardoso@uberabadigital.com.br ";"(34)3318-2000 (34)9130-8002 (34) 9157-7841";"Rua Amaro Ferreira, 221. centro. Uberaba/MG. CEP: 38.061-080  ";"Municipal";"Sudeste";24/4/2014
;"MG";"ESTADUAL";"Subsecretaria de Políticas para as Mulheres";"spmulheres@direitoshumanos.mg.gov.br ";"(31)3916-8005 / 3916- 8008 (31) 3916-7303, (31) 9134-9750/(61) 8134 – 4760 (larissa)  31 98558 7531 (Isabel Lisboa)";"Rodovia Prefeito Américo Gianetti, nº 4.143 . 2° andar/Edifício Gerais. Serra Verde. Cidade Administrativa. Belo Horizonte/ MG. CEP: 31.630-900";"Estadual";"Sudeste";"08/07/2015 (Inf. Fernanda)"
;"MG";"BELO HORIZONTE";"Coordenadoria  dos Direitos da Mulher";"comdimbh@pbh.gov.br";"(31) 3277-9756/ (31) 96571288/     (31) 8835-3111 ";"Rua Espirito Santo, 505, 9º Andar. Centro. Belo Horizonte/MG. CEP: 30.160-030";"Capital";"Sudeste";
;"MG";"Contagem";"Coordenadoria  de Políticas para Mulheres";"cepom@contagem.mg.gov.br";"(31) 3398-9929 / 3352-7543 /9357-2971";"Rua José Carlos Camargos, 218. Centro. Contagem/MG. CEP: 32.040-600";"Municipal";"Sudeste";29/4/2014
;"MG";"Governador Valadares ";"Coordenadoria  Municipal dos Direitos da Mulher";"cm.mulhergv@gmail.com";"(33) 9902-5059 (33) 32710196";"Rua Teófilo Otoni nº 292. Centro. Governador Valadares/MG. CEP  35.010-000";"Municipal";"Sudeste";
;"MG";"Itajubá";"Coordenadoria  de Políticas Públicas para as Mulheres";"cppmi@itajuba.mg.gov.br";"(35) 3622-4967 /3622-8656";"Rua Olavo Bilac nº 212. Centro. Itajubá/MG. CEP: 37.500-027";"Municipal";"Sudeste";"retirada em 12/01/2016 (inf por e-mail)"
;"MG";"Itaúna ";"Coordenadoria  Municipal dos Direitos da Mulher";;"(37) 3242-7192  Dr. José Bernardes ";"Praça Dr. Augusto Gonçalves, 538. Centro. Itaúna/MG. CEP: 35.680-054";"Municipal";;
;"MG";"Juiz de Fora";"Coordenadoria  Especial de Políticas para a Mulher";"Coordenadoria damulher@pjf.mg.gov.br";"(32) 3690-5559 / 8138 / 9922-7724";"Rua Uruguaiana n°94 Jardim Gloria. Juiz de Fora/MG. CEP: 36.015-020";"Municipal";"Sudeste";
;"MG";"Lagoa Santa";"Coordenadoria  da Mulher";"comdimls@lagoasanta.mg.gov.br";"(31)  3681-8937  9651-6148";"Rua Pinto Alves nº 395. Drant.  Lagoa Santa/MG. CEP: 33.400-000";"Municipal";"Sudeste";
;"MG";"Montes Claros  ";"Coordenadoria  da Mulher";"Coordenadoria damulhermoc@hotmail.com ";"(38) 3222-7517  (38) 9966-5870";"Rua Domingos Português, 347. Vila Guilhermina. Montes Claros/MG. CEP 39.400.502";"Municipal";"Sudeste";
;"MG";"Nova Lima";"Coordenadoria  da Mulher";"coordenadoriamulhernl@yahoo.com.br";"(31) 3542-5918 -  8668-0056";"Rua Doutor Antonino Fonseca Júnior nº 88. Rosário. Nova Lima/MG CEP:  34.000-000";"Municipal";"Sudeste";
;"MG";"Pirapora ";"Superintendência de Política Sociais de atenção à Mulher ";"setas.crempmulher@perapora.mg.gov.br";"(38)9164-7720 / (38)3741-9949 ";"Rua Professora Marieta Amorim, 63. Centro. Pirapora/MG. CEP: 39.270-000";"Municipal";"Sudeste";21/7/2014
;"MG";"Pouso Alegre";"Secretaria das Mulheres e Direitos Humanos ";;"(35)  3421-3323   (35) 3449.4316  (35) 3414-9142";"Avenida Tuany Toledo nº 390. Fátima I. Pouso Alegre de Minas/MG CEP:  37.550-000";"Municipal";"Sudeste";
;"MG";"Sabará";"Coordenadoria  Municipal dos Direitos da Mulher";"Coordenadoria mulher@sabara.mg.gov.br";"(31) 3674-5085 / 3671-4572 / 8468-9222 / 9709-4427";"Rua Presidente Juscelino Kubistchek, 185. Siderurgica. Sabará/MG. CEP: 34.515-170";"Municipal";"Sudeste";
;"MG";"Salinas ";"Departamento de Assistência à Mulher (Secret. Des. Soc. E Assist. M.)";;"(38) 3842-1442     (38) 3841-1440";"Rua Antônio Castro, 112.  Centro. Salinas/MG. CEP:  39.560-000";"Municipal";"Sudeste";
;"MG";"Uberaba";"Coordenadoria Especial de Políticas Públicas para a Mulher";;"(34)  / 3312-9161 9-91577841/ (34)96884978 /(34) 91577841/ (34)96884978";"Rua Amaro ferreira, 221. Bairro Fabrício. Uberaba/Mg CEP: ";"Municipal";"Sudeste";
;"MG";"Uberlandia";"Superintendência da Mulher";"superintendenciadamulher@uberlandia.mg.gov.br";"(34)3214.0022-9124.9453";"Av. Nicomedes Alves dos Santos, nº 728. Lídice. Uberlândia/MG. CEP: 38.411-170";"Municipal";"Sudeste";
17;"Minas Gerais";"Todas";;;;;;;
;"MS";"ESTADUAL";"Subsecretaria de Políticas Públicas para a Mulher do Estado de Mato Grosso do Sul";"sppmulheres@gmail.com / sppm@ms.gov.br ";"(67) 3318-4142//3916 - 7303 /4189/  67 9983-9505 Ana medeiros (99652572)";" Avenida Desembargador José Nunes da Cunha, Bloco 3 Parque dos Poderes  Campo Grande/MS - CEP: 79031-310 ";"Estadual";"Centro-Oeste";"27/04/2015 (anan medeiros)"
;"MS";"CAMPO GRANDE";"Secretaria da Mulher e da Promoção da Cidadania ";"secretariamulhersemmu@gmail.com semmu@semmu.capital.ms.gov.br ";"(67)3314-4522/3382-7541/3383-7043/9288-1200";"Rua 15 de Novembro, 1373. Centro. Campo Grande/MS. CEP: 79.002-141";"Capital";"Centro-Oeste";
;"MS";"Amambaí";"Coordenadoria  de Políticas Públicas para Mulheres";"cpm@amambai.ms.gov.br  ";"(67) 3381-2064 / 9906-1829 / 8483-2064";"R. 7 de Setembro, 3244. Centro. Amambaí/MS. CEP: 79.990-000";"Municipal";"Centro-Oeste";
;"MS";"Aquidauna";"Coordenadoria  da Mulher";"cramdeaquidauana@hotmail.com";"(67) 3241-6564(Prefeitura) 32417376  ";"Rua Antonio Nogueira, nº 818. Alto Aquidauana. Aquidauana/MS. CEP: 79.200-000";"Municipal";"Centro-Oeste";
;"MS";"Bataguassu ";"Coordenadoria  de Políticas Públicas para Mulheres";"sempas_btg@yahoo.com.br";"67) 8114 6659 / 3541 32 69";"Rua Dourados, 163. Centro. Bataguassu/MS CEP: 79780-000";"Municipal";"Centro-Oeste";
;"MS";"Batayporã";"Coordenadoria Especial da Mulher";"coordenadoriadamulherbataipora@bol.com.br ";"(67) 3241-7376 /8406-5209 (Marina) 9914 – 8158-4412";"Av. Brasil. 1069 Centro. Baytaporã/MS.  CEP: 79.760-000";"Municipal";"Centro-Oeste";
;"MS";"Corguinho";"Coordenadoria  Especial de Políticas Públicas para as Mulheres";"pmcorguinho@hotmail.com";"67)98406659 / (67)3250-1439";"Rua Antonio Furtado de Mendonça, 10. Centro. Corguinho/MS. CEP: 79.460-000 ";"Municipal";"Centro-Oeste";
;"MS";"Corumbá";"Gerência de Articulação de Políticas Públicas da Mulher";"gerencia.mulher@corumba.ms.gov.br ";"(67) 3907-5432 - 67.8466 2812- 9914.6134";"Rua XV de novembro, nº 400. Centro. Casa da Cidadania. Corumbá/MS. CEP: 79.330-000";"Municipal";"Centro-Oeste";29/4/2014
;"MS";"Coxim";"Coordenadoria de Políticas Públicas par as Mulheres";"camcoxim@hotmail.com ";"(67) 3291 4535 / 9819 6721";"Av. Virginia Ferreira, 307. Fundos. Bairro Flávio Garcia. Coxim/MS  CEP: 79.400-000";;;
;"MS";"Dois Irmãos do Buriti";"Coordenadoria  Especial de Políticas  para Mulheres";"prosocial@top.com.br";"(67) 3243-2154 /9924-0184";"Av. Reginaldo Lemes da Silva, 763. Centro (antigo Fórum). Dois Irmãos do Buriti/MS. CEP: 79.215-000";"Municipal";"Centro-Oeste";
;"MS";"Dourados";"Coordenadoria  Especial de Políticas Públicas para a Mulher (Fechada)";"  danivisilveira@hotmail.com";"(67) 3411-7710 / 3424-5268 / 9941 - 064 / 8465- 6108 (Bárbara) / 9917-3945 (Elisa)";"Rua João Rosa Góes, 395. Centro. Dourados/MS. CEP: 79.831-010";"Municipal";"Centro-Oeste";
;"MS";"Eldorado ";"Coordenadoria  de Políticas Públicas para as Mulheres";;"(67) 3473-1301/ 9230 0573";"R. Tancredo de Almeida Neves, 1191. Centro. Eldorado/MS. CEP: 79.970-000";"Municipal";"Centro-Oeste";
;"MS";"Itaquiraí";"Coordenadoria  Especial de Políticas Públicas para as Mulheres";"cmulher@itaquirai.ms.gov.br";"(67) 3476-1965/ 1373 / 9800-3550";"Av. Industrial 1400. Centro. Itaquirai/MS. CEP: 79.965-000";"Municipal";"Centro-Oeste";"24/4/2014 - inf por telefone"
;"MS";"Ivinhema";"Coordenadoria  da Mulher";"lindinalvamachado-10@hotmail.com";"(67) 3442-3482 / 9623-1985";"Rua Ângelo Del Grande,  nº 257. Guiraí.  Ivinhema/MS. CEP: 79.740-000";"Municipal";"Centro-Oeste";
;"MS";"Japorã";"Coordenadoria  de Políticas Públicas para a Mulher";" coordenadoriajp@gmail.com cras@japora.ms.gov.br";"(67) 3475-1159/8183-5577";"Av. Dep. Fernando Saldanha, 374. Japorã/MS. CEP:  79.985-000";"Municipal";"Centro-Oeste";
;"MS";"Ladário";"Superintendência de Articulação de Políticas Públicas para as Mulheres";"sppmulheresladarenses@hotmail.com";"(67) 3226-2423/ 9631-9125";"Rua 14 de Març,o 356, Centro, Ladário/MS. CEP: 79.370-000";"Municipal";"Centro-Oeste";
;"MS";"Naviraí";"Coordenadoria  Especial de Políticas Públicas para a Mulher";"coordenadoria damulhre@navirai.ms.gov.br";"(67) 3924-4130 (67)9285 7474";"Av. Iguatemi, 22. Centro. Naviraí/MS. CEP: 79.950-000";"Municipal";"Centro-Oeste";
;"MS";"Nioaque";"Coordenadoria  da Mulher";"politicamulhernioaque@hotmail.com";"(67) 3236-3308 -/ 9625-2352 (Adriana)";"Avenida 15 de Novembro, 644.  Centro. Nioaque/MS. - CEP: 79.220-000";"Municipal";"Centro-Oeste";
;"MS";"Nova Alvorada do Sul";"Coordenadoria  de Políticas Públicas para Mulher";"cppm@novaalvoradadosul.ms.gov.br";"(67) 3456-2321 / 9614-8063 – 98076725";"R. Antonio Carlos Barbosa, 1195. Clotilde Martins. Nova Alvorada do Sul/MS CEP: 79.140-000";"Municipal";"Centro-Oeste";
;"MS";"Nova Andradina";"Secretaria Executiva de Politica para a Mulher de Nova Andradina MS";" sepm.na2015@hotmail.com";"(67) 9946-3825 3441-7600/8502 Fax: 1903 ";"Rua Santa Lúcia nº 1058.  Centro. Nova Andradina/MS. CEP: 79.750-000";"Municipal";"Centro-Oeste";
;"MS";"Paranhos";"Coordenadoria  de Políticas Públicas para as Mulheres";" coordmulherparanhos@hotmail.com ";"(67)3480-1785 / 9612-9269";"Avenida Marechal Dutra 1500. Centro.  Paranhos/MS. CEP: 79.925-000 ";"Municipal";"Centro-Oeste";
;"MS";"Ponta Porã";"Coordenadoria  de Políticas Públicas para Mulheres";"CMPPM_ppmulheres@outlook.com ";"(067) 3431-4773/ (67) 3432.4773/ 9204-8169 ";"Rua Tiradentes, 1559. Jardim Vitória. Ponta Porã/MS. CEP: 79.904-454";"Municipal";"Centro-Oeste";
;"MS";"Rio Verde do Mato Grosso";"Coordenadoria de Políticas Públicas para Mulheres";;"(067)3292-1151 / 9616-6006";"Rua José Bonifácio nº 170. Centro Rio Verde de  Mato Grosso/MS CEP 79.480-000";"Municipal";"Centro-Oeste";"Inf. 20/08/2015 por e-mail"
;"MS";"São Gabriel do Oeste";"Coordenadoria  da Mulher, Igualdade Racial e Direitos Humanos";"coord.mulher@saogabriel.ms.gov.br ";"(67) 3295-2211/2182 / 96659567 ";"R. Martimiano Alves Dias, 1211. Bl. D. Centro. São Gabriel do Oeste/MS. CEP: 79.490-000";"Municipal";"Centro-Oeste";
;"MS";"Sidrolândia";"Coordenadoria  de  Politicas Públicas da Mulher";"sec.mulher@sidrolandia.ms.gov.br";"(67) 3272-7463Fax:3272-7462 / 9961-1100";"Rua Paraná 1353. Centro. Sidrolândia/MS.CEP: 79.170-000";"Municipal";"Centro-Oeste";
;"MS";"Tacuru";"Coordenadoria Políticas para as Mulheres";"assistacuru@hotmail.com";"(67) 3478 1188/ 9684 7927";"Rua Máximo Giácomo Destefani, nº 1337. Centro. Tucuru/MS CEP: 79.975-000";"Municipal";"Centro-Oeste";
26;"Mato Grosso do Sul";"Todas";;;;;;;
;"MT";"ESTADUAL";"Superintendência Estadual de Política para as Mulheres de Mato Grosso - Cuiabá ";"smulhermt@gmail.com";"(65) 3613-9920/ 9987 1905 / 3613-9934/ 3624-1140/ 9911-2806 (dra rosana)";"Avenida Baltazar Navarros, nº 547 Bloco B - esquina General Melo (ao lado do prédio do SINE) B. Bandeirantes Cuiabá/MT. CEP: 78.010-020 ";"Estadual";"Centro-Oeste";"23/06 (inf por telefone para Marina)"
;"MT";"Barra dos Garças";"Secretaria da Mulher";"acaosocialbg@gmail.com";"(66)3402-2020";"Rua Carajás, nº 522. Centro Barra dos Garça/MT. CEP: 78.600-000.  Ref.: Funciona dentro Prefeitura ";"Municipal";"Centro-Oeste";"02/02/2015 (inf Ligue 180)"
;"MT";"Pontal do Araguaia";"Secretaria Municipal de Políticas para as Mulheres";"pmpa_mt@hotmail.com";"(66) 8405477 77 (66) 9232 7535";"Travessa São Judas Tadeu, s/nº.  Centro. Pontal do Araguaia/MT. CEP: 78.698-000";"Municipal";"Centro-Oeste";
;"MT";"Vila Bela da Santíssima Trindade";"Coordenadora de Políticas Para às Mulheres e Ações Afirmativas";;" (65) 9947-6326  (65) 3259 - 1514";"Travessa Londrina s/n Vila Bela Santa Trindade/ Secretaria de Cultura. Vila Bela da Santíssima Trindade/MT  CEP: 78.245-970";"Municipal";"Centro-Oeste";
4;"Mato Grosso";"Todas";;;;;;;
;"PA";"ESTADUAL";"Coordenadoria  de Promoção dos Direitos da Mulher";"coordenadoriadamulherpara@gmail.com ";"(91) 4009-2718 / 2725 /  9 8878-7712 (telma) /9 9166- 0748 (Trindade)";"R. 28 de Setembro, 339. Comércio.  Belém/PA. CEP: 66.010-100";"Estadual";"Norte";21/5/2014
;"PA";"BELÉM";"Coordenadoria  da Mulher";"coordenadoriadamulherdebelem@hotmail.com ";"(91) 3421-0331/ 98804-5244 /9 8192-8571";" Travessa Boulevar, S/N, Sala 27. Alto.  Belém/PA. CEP: 66.013-040 (Mercado de Carne Francisco Bolonha)";"Capital";"Norte";
;"PA";"Anajás";;;;;;;
;"PA";"Barcarena ";"Coordenadoria  de Políticas para as Mulheres";;"091-8191-3064";"Rua Capitão Tomas Ferrao, 854. 2º andar. Nazaré. Barcarena/PA. CEP: 68.445-000";"Municipal";"Norte";
;"PA";"Bragança  ";"Coordenaria de Promoção dos Direitos da Mulher";;"91 98514 4469 / 98858 8366 (tonisio)";"Av. Marechal Floriano Peixoto, 1750. Altos Banco do Brasil. Centro. Bragança/PA. CEP: 68.600-000";"Municipal";"Norte";
;"PA";"Abaetetuba";"Secretaria Municipal de Assistencia Social";"semasabaetetuba2013@bol.com.br";"(91) 3344-1585 / 81981875";"Rua Julia Cordeiro nº 67 Rio Anindeua Centro ananindeua/PA. -CEP 67.033-210";"Municipal";"Norte";
;"PA";"Ananindeua";"Coordenadoria  Municipal de  Politicas Públicas para as Mulheres";" nubianalista@hotmail.com";"(91) 3073-2142";"BR 316 Km 09, Av. Magalhães Barata 1515 Ananindeua/PA CEP: 67.010-000";"Municipal";"Norte";
;"PA";"Augusto Corrêa*";"Coordenadoria Municipal de Políticas Públicas para as Mulheres";"Coordenadoria_mulher@hotmail.com";"(91)98852-3598";"Rua Casemiro Silva    CEP: 68.10-000";"Municipal";"Norte";"02/02/2015 (inf Ligue 180)"
;"PA";"Breves";"Coordenadoria  de  Politicas para as Mulheres";;"(91) 9182.27.74";" Travessa Castilho França, nº 826. Centro. Breves/PA. CEP: 68.800-000";"Municipal";"Norte";
;"PA";"Curionópolis";"Secretaria Municipal de Políticas para as Mulheres";;"(94) 3348-1227 / 8138-4671 / 9189-4115";"Av. Minas Gerais, 190. Centro. Curionópolis/PA. CEP:  68.523-000 ";"Municipal";"Norte";
;"PA";"Goianésia do Pará";"Secretaria Municipal de Políticas para as Mulheres";;"(94) 9223.48.06 ";"Rua Pedro Soares de Oliveira (prefeitura). Colegial. Goianésia do Pará/PA. CEP:  CEP: 68.639-000";"Municipal";"Norte";
;"PA";"Itupiranga";"Coordenadoria  de  Politicas para as Mulheres";"durcirene@gmail.com";"94) 9135-9276";"Av. 14 de Julho, 32. Itupiranga/PA. CEP: 68.580-970";"Municipal";"Norte";
;"PA";"Jacundá";"Secretaria Especial de Políticas Públicas para as Mulheres";"sepomulher@yahoo.com.br";"(94) 33451405 / 92007090";"Rua Pinto e Silva n° 186. Centro Administrativo. Jacundá/ Pará. CEP: 68.590-000";"Municipal";"Norte";
;"PA";"Parauapebas";"Secretaria Municipal da Mulher";;"(94) 3356-0773/ 9974-8100/8119-6420";"Morro dos Ventos, Qd. Especial s/n. Beira Rio II. Parauapebas/PA. CEP: 68.515-000";"Municipal";"Norte";
;"PA";"Ponta das Pedras";;;;;;;
;"PA";"Santarém";"Assessoria Especial de Políticas para as Mulheres";;"093 9 9975-4243  93 2101 5166 (5130)";"Avenida Magnólia, s/nº. Aeroporto Velho. Santarem/PA. CEP: 68020-250";"Municipal";"Norte";
;"PA";"Tucuruí";"Coordenadoria Políticas para as Mulheres";"cmmtuc@pmt.pa.gov.br ";"(94) 3787-9569 / 8144-1600 (94)81842244";"Trav. Raimundo Ribeiro de Souza, 01. Santa Isabel. Tucuruí /Pará. CEP: 68.456-180";"Municipal";"Norte";
;"PA";"Anajás";"Coordenadoria  de  Politicas para as Mulheres";"pma2013@bol.com.br";"(91) 3605-1125 Prefeitura (91)8253-8989 celular";"Rua Antonio Cardoso, 746, Prainha, Anajás/PA CEP: 68.810-000";"Municipal";"Norte";
18;"Pará";"Todas";;;;;;;
;"PB";"ESTADUAL";"Secretaria  de Estado da Mulher e da Divesidade Humana";"secretaria.semdh@gmail.com  ";"(83)32187298/7184 (83) 986007324 (Luiza)  9 86457817 (verônica - chefe Gabinete)";"Rua Odon Bezerra, 34. Tambiá.  João Pessoa/PB. CEP: 58.020-500";"Estadual";"Nordeste";29/12/2014
;"PB";"JOÃO PESSOA";"Secretaria Extraordinária de Políticas para Mulheres";"secretariadamulherjoaopessoa@yahoo.com.br";"(83) 3218-5628 / Fax: 3221-4501 ";"Praça Pedro Américo, 70 - Centro - João Pessoa/PB - CEP: 58.010-970";"Capital";"Nordeste";29/12/2014
;"PB";"Cachoeira dos Índios";"Secretaria de Políticas Públicas para as Mulheres";"sppm_cachoeiradosindios@hotmail.com";"(83) 3558-1050 / 99963-6991  ";"Rua Projetada, S/N. Matadouros - Cachoeira dos Índios/PB. CEP: 58.935-000";"Municipal";"Nordeste";
;"PB";"Alagoinha";"Coordenadoria de Políticas Públicas para a Mulher";;"(83) 98730-1811";"Rua Dr. João Pequeno, nº 39 Centro. Alagoinha/PB. CEP: 58.390.000";"Municipal";"Nordeste";"(inf. Sec. Estadual em 20/"
;"PB";"Alagoa Grande";"Coordenadoria da Mulher";"pmag.social@bol.com.br";"(83) 9126-4767 /(83) 9338-5152 Recado Gilberta";"Rua Cônego Firmino Cavalcante, 869, Centro. Alagoa Grande/PB. CEP: 58.358-000 ";"Municipal";"Nordeste";"22/07/2015 (sec. Estadual PB)"
;"PB";"Algodão da Jandaíra";"Coordenadoria de Políticas Públicas para a Mulher";;"83) 99126-8831 / 99328-3971";"Rua Francisco Braga nº 208, Centro – Algodão de Jandaíra/PB CEP: 58.399.000";"Municipal";"Nordeste";"22/07/2015 (sec. Estadual PB)"
;"PB";"Baraúnas";"Coordenadoria de Políticas Públicas para a Mulher";"sas.baraunapb@hotmail.com cras_baraunapb@hotmail.com rosangelalc_r@hotmail.com";"(83) 98717-4957 / (83)36331070";"Rua Abílio Gomes, nº 50 . Centro. Baraúna/PB (Sede do CRAS). CEP: 58.188.00";"Municipal";"Nordeste";"22/07/2015 (sec. Estadual PB)"
;"PB";"Barra de São Miguel";"Coordenadoria  de Políticas Públicas para a Mulher";"pm.barradesaomiguel@hotmail.com ";"(83) 33581186 /(83)988286465";"Rua Thomaz de Aquino 06. Centro Barra de São Miguel/PB. CEP: 58.483-000";"Municipal";"Nordeste";29/12/2014
;"PB";"Bayeux";"Secretaria  Municipal da Mulher";"ritadecassiajesusalves@gmail.com";"(83) 98780-7643 (83)3253-4085";"Av. Liberdade 3720 - Centro - Bayeux/PB - CEP: 58306-000";"Municipal";"Nordeste";
;"PB";"Belém";"Secretaria Municipal da Mulher";;"(83) 9643-3935 /99180-8806 / 99981-0571";"Rua Brasiliano da Costa, s/n Centro. Belém/PB. CEP: 58.255-000";"Municipal";"Nordeste";29/12/2014
;"PB";"Boqueirão";"Secretaria de Mulheres";;"(83) 9121-2228 /(83) 3391-1424 /(83) 9109-7625";"Rua Cel. Manoel Pinto, S/N, Centro. Boqueirão/PB .  CEP: 58.450-000";"Municipal";"Nordeste";"22/07/2015 (sec. Estadual PB)"
;"PB";"Cabedelo";"Secretaria Municipal de Políticas para as Mulheres";"sepm@cabello.pb.gov.br";"(83) 98619-7889/ 99914-0018";"Rua Manoel Araújo do Nascimento. 130. Jardim Brasília. Cabedelo/PB. CEP: 58.310-000";"Municipal";"Nordeste";29/12/2014
;"PB";"Cachoeira dos Índios";"Secretaria de Políticas Públicas para as Mulheres";"sppm_cachoeiradosindios@hotmail.com";"(83) 3558-1050 / 9963-6991  ";"Rua Projetada, S/N , Bairro - Matadouros - Cachoeira dos Índios/PB - CEP: 58935-000";"Municipal";"Nordeste";
;"PB";"Cajazeiras";"Secretaria Executiva de Políticas Públicas para as Mulheres";"violenciamulherescg@yahoo.com.br";"(83) 99874-283 / 99352-6078/  99339-8383";"Rua Barão do Rio Branco, Centro. Cajazeiras/PB CEP: 58.900.000 ";"Municipal";"Nordeste";19/5/2014
